,customer_id,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFM_Score,customer_category,state,age_range
2554,2699,60,5,1757.44,3,3,4,334,Silver,VIC,"(54.5, 72.25]"
2614,2760,31,5,1757.1899999999996,2,3,4,234,Gold,VIC,"(36.75, 54.5]"
829,880,62,3,1751.7199999999998,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
2838,2996,21,3,1751.7199999999998,2,4,4,244,Gold,NSW,"(54.5, 72.25]"
499,530,162,3,1751.35,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
420,441,62,3,1750.76,3,4,4,344,Silver,VIC,"(36.75, 54.5]"
2915,3078,169,3,1750.43,4,4,4,444,Bronze,QLD,"(54.5, 72.25]"
2290,2420,139,3,1749.57,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
2683,2829,144,2,1747.0800000000002,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
757,803,66,6,1746.5500000000002,3,3,4,334,Silver,VIC,"(18.929, 36.75]"
641,678,94,4,1746.2199999999998,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
3031,3203,7,3,1744.21,1,4,4,144,Platinum,VIC,"(36.75, 54.5]"
249,266,32,4,1742.83,2,4,4,244,Gold,VIC,"(36.75, 54.5]"
2919,3082,16,5,1742.1300000000003,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
894,951,6,6,1740.6100000000001,1,3,4,134,Diamond,NSW,"(54.5, 72.25]"
1286,1362,118,2,1736.45,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
3221,3414,162,3,1734.6,4,4,4,444,Bronze,QLD,"(18.929, 36.75]"
1068,1134,3,7,1733.79,1,2,4,124,Diamond,QLD,"(54.5, 72.25]"
2345,2479,2,6,1732.2599999999998,1,3,4,134,Diamond,NSW,"(54.5, 72.25]"
3037,3209,9,4,1732.0299999999997,1,4,4,144,Platinum,QLD,"(54.5, 72.25]"
3217,3410,241,3,1731.84,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1870,1976,135,6,1731.63,4,3,4,434,Bronze,NSW,"(18.929, 36.75]"
240,256,0,5,1728.66,1,3,4,134,Diamond,NSW,"(18.929, 36.75]"
11,15,35,6,1728.3899999999999,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
598,632,41,3,1726.6099999999997,2,4,4,244,Gold,NSW,"(18.929, 36.75]"
2046,2163,70,4,1721.8199999999997,3,4,4,344,Silver,VIC,"(18.929, 36.75]"
1519,1605,181,3,1721.0499999999997,4,4,4,444,Bronze,QLD,"(18.929, 36.75]"
2114,2234,57,6,1719.1599999999999,3,3,4,334,Silver,NSW,"(54.5, 72.25]"
1161,1231,175,2,1718.6100000000001,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
1573,1662,62,5,1718.1200000000001,3,3,4,334,Silver,VIC,"(54.5, 72.25]"
2427,2563,57,5,1715.6099999999997,3,3,4,334,Silver,VIC,"(36.75, 54.5]"
1656,1751,12,4,1714.84,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
10,14,47,3,1713.9,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
2398,2533,18,3,1710.62,2,4,4,244,Gold,VIC,"(54.5, 72.25]"
2010,2125,13,6,1710.2799999999997,1,3,4,134,Diamond,QLD,"(18.929, 36.75]"
3131,3311,65,4,1705.3899999999999,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
457,484,19,5,1704.7799999999997,2,3,4,234,Gold,NSW,"(18.929, 36.75]"
2159,2280,24,5,1702.5299999999997,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
2960,3125,9,4,1702.4299999999998,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
2777,2931,57,6,1700.5500000000004,3,3,4,334,Silver,VIC,"(18.929, 36.75]"
2305,2436,16,4,1700.1699999999998,1,4,4,144,Platinum,QLD,"(36.75, 54.5]"
2351,2485,4,6,1698.99,1,3,4,134,Diamond,VIC,"(36.75, 54.5]"
2975,3141,70,7,1696.3900000000003,3,2,4,324,Gold,NSW,"(36.75, 54.5]"
582,616,92,4,1695.9999999999998,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1248,1323,53,7,1695.3799999999997,3,2,4,324,Gold,NSW,"(18.929, 36.75]"
496,527,43,2,1694.76,2,4,4,244,Gold,NSW,"(54.5, 72.25]"
482,510,59,2,1694.59,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
753,798,21,3,1691.81,2,4,4,244,Gold,NSW,"(18.929, 36.75]"
2197,2320,24,3,1690.96,2,4,4,244,Gold,VIC,"(54.5, 72.25]"
926,985,14,4,1690.91,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
1082,1148,8,3,1689.75,1,4,4,144,Platinum,NSW,"(54.5, 72.25]"
205,219,40,6,1688.33,2,3,4,234,Gold,VIC,"(36.75, 54.5]"
1521,1607,1,5,1681.0199999999998,1,3,4,134,Diamond,QLD,"(18.929, 36.75]"
2073,2192,42,5,1679.5299999999995,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
1613,1704,119,2,1678.39,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1742,1841,36,3,1677.0800000000002,2,4,4,244,Gold,QLD,"(36.75, 54.5]"
508,539,36,8,1676.43,2,1,4,214,Platinum,NSW,"(36.75, 54.5]"
1393,1474,66,5,1676.15,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
1096,1162,136,4,1675.3100000000002,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
522,554,38,3,1670.6699999999998,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
843,896,38,4,1669.8899999999999,2,4,4,244,Gold,VIC,"(36.75, 54.5]"
329,349,166,5,1669.26,4,3,4,434,Bronze,NSW,"(54.5, 72.25]"
251,269,168,5,1668.85,4,3,4,434,Bronze,VIC,"(36.75, 54.5]"
492,522,41,4,1663.83,2,4,4,244,Gold,NSW,"(54.5, 72.25]"
2356,2490,38,5,1663.67,2,3,4,234,Gold,VIC,"(36.75, 54.5]"
2764,2915,33,7,1661.98,2,2,4,224,Platinum,QLD,"(36.75, 54.5]"
1883,1989,22,4,1659.64,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
1014,1077,5,6,1658.4500000000003,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
69,77,101,3,1657.58,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
361,382,35,7,1657.4499999999996,2,2,4,224,Platinum,VIC,"(36.75, 54.5]"
2575,2721,114,2,1655.4199999999998,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
3237,3430,63,7,1653.02,3,2,4,324,Gold,NSW,"(36.75, 54.5]"
2865,3025,125,2,1652.3,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
2555,2700,71,4,1652.12,3,4,4,344,Silver,VIC,"(54.5, 72.25]"
2041,2158,50,5,1650.61,3,3,4,334,Silver,VIC,"(18.929, 36.75]"
3299,3497,52,3,1648.3199999999997,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
1676,1772,168,4,1648.0499999999997,4,4,4,444,Bronze,VIC,"(18.929, 36.75]"
2096,2216,74,3,1644.6100000000001,3,4,4,344,Silver,NSW,"(18.929, 36.75]"
2811,2968,171,7,1644.27,4,2,4,424,Silver,QLD,"(36.75, 54.5]"
241,258,18,5,1642.58,2,3,4,234,Gold,NSW,"(18.929, 36.75]"
1619,1710,80,4,1638.52,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
1894,2002,97,3,1637.46,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
589,623,93,3,1636.8900000000003,4,4,4,444,Bronze,VIC,"(18.929, 36.75]"
1419,1501,53,5,1636.3700000000001,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
2677,2823,12,4,1636.08,1,4,4,144,Platinum,VIC,"(54.5, 72.25]"
767,813,50,5,1633.61,3,3,4,334,Silver,VIC,"(36.75, 54.5]"
194,207,279,3,1630.03,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
2881,3042,11,6,1629.2499999999998,1,3,4,134,Diamond,VIC,"(36.75, 54.5]"
588,622,266,3,1627.6899999999998,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1537,1624,3,6,1627.2200000000003,1,3,4,134,Diamond,QLD,"(18.929, 36.75]"
3273,3469,36,4,1625.4399999999998,2,4,4,244,Gold,QLD,"(18.929, 36.75]"
1973,2087,55,5,1624.11,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
39,46,53,5,1623.6299999999999,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
1769,1869,41,4,1623.4299999999998,2,4,4,244,Gold,QLD,"(36.75, 54.5]"
997,1059,22,2,1618.8300000000002,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
541,573,105,2,1618.8300000000002,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
454,481,14,2,1617.2099999999998,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
2671,2817,15,3,1616.56,1,4,4,144,Platinum,NSW,"(36.75, 54.5]"
2546,2689,1,5,1614.96,1,3,4,134,Diamond,NSW,"(54.5, 72.25]"
1290,1366,54,5,1614.09,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
2610,2756,56,4,1610.9700000000003,3,4,4,344,Silver,VIC,"(36.75, 54.5]"
2503,2644,60,2,1607.27,3,4,4,344,Silver,VIC,"(54.5, 72.25]"
1803,1904,67,3,1604.73,3,4,4,344,Silver,QLD,"(54.5, 72.25]"
2584,2730,4,7,1604.2299999999996,1,2,4,124,Diamond,NSW,"(18.929, 36.75]"
2320,2451,17,3,1602.8200000000002,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
1868,1974,32,5,1601.3300000000002,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
431,455,67,3,1600.9,3,4,4,344,Silver,VIC,"(54.5, 72.25]"
2785,2939,90,4,1600.4099999999999,4,4,4,444,Bronze,VIC,"(18.929, 36.75]"
1482,1566,86,4,1597.2599999999998,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
2013,2128,13,2,1596.3,1,4,4,144,Platinum,QLD,"(18.929, 36.75]"
2378,2512,111,6,1594.34,4,3,4,434,Bronze,QLD,"(36.75, 54.5]"
1409,1491,160,3,1591.3300000000002,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
1683,1781,9,4,1589.8599999999997,1,4,4,144,Platinum,VIC,"(54.5, 72.25]"
402,423,141,5,1589.8199999999997,4,3,4,434,Bronze,QLD,"(36.75, 54.5]"
2081,2200,79,3,1588.1799999999998,3,4,4,344,Silver,QLD,"(54.5, 72.25]"
211,225,37,3,1587.5499999999997,2,4,4,244,Gold,VIC,"(36.75, 54.5]"
1189,1261,48,6,1584.5,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
1416,1498,40,4,1583.19,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
3097,3275,4,4,1581.0500000000002,1,4,4,144,Platinum,QLD,"(54.5, 72.25]"
1819,1922,93,3,1580.86,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
1245,1319,16,3,1579.83,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
520,552,159,4,1577.7000000000003,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
2334,2466,19,5,1576.8200000000002,2,3,4,234,Gold,QLD,"(54.5, 72.25]"
2655,2801,22,5,1567.0900000000001,2,3,4,234,Gold,NSW,"(54.5, 72.25]"
991,1053,139,3,1566.26,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1861,1966,161,6,1564.5599999999997,4,3,4,434,Bronze,NSW,"(36.75, 54.5]"
430,452,24,5,1561.59,2,3,4,234,Gold,VIC,"(54.5, 72.25]"
838,890,165,4,1561.06,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
1130,1197,7,4,1559.1300000000006,1,4,4,144,Platinum,VIC,"(54.5, 72.25]"
2691,2838,15,3,1554.34,1,4,4,144,Platinum,VIC,"(36.75, 54.5]"
2470,2608,17,7,1553.4599999999998,1,2,4,124,Diamond,VIC,"(36.75, 54.5]"
1200,1273,23,3,1551.7500000000002,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
1283,1359,12,2,1550.82,1,4,4,144,Platinum,NSW,"(36.75, 54.5]"
2702,2849,115,4,1549.82,4,4,4,444,Bronze,VIC,"(18.929, 36.75]"
2762,2913,89,6,1548.6499999999996,4,3,4,434,Bronze,VIC,"(36.75, 54.5]"
2266,2392,26,5,1547.88,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
2628,2774,84,5,1542.68,3,3,4,334,Silver,NSW,"(54.5, 72.25]"
2525,2668,61,5,1542.41,3,3,4,334,Silver,QLD,"(18.929, 36.75]"
634,670,116,4,1542.17,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
1436,1520,167,4,1541.9999999999998,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
3253,3449,149,4,1541.16,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1202,1275,149,6,1540.08,4,3,4,434,Bronze,NSW,"(36.75, 54.5]"
2049,2167,144,6,1539.6000000000001,4,3,4,434,Bronze,VIC,"(18.929, 36.75]"
1626,1718,24,5,1539.1099999999997,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
1546,1634,29,4,1537.06,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
2551,2694,29,4,1536.9,2,4,4,244,Gold,VIC,"(54.5, 72.25]"
3249,3442,203,4,1535.84,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
960,1020,89,4,1531.9,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
3046,3218,216,5,1526.81,4,3,4,434,Bronze,NSW,"(18.929, 36.75]"
1023,1087,14,3,1521.5700000000002,1,4,4,144,Platinum,NSW,"(36.75, 54.5]"
3118,3297,58,6,1521.43,3,3,4,334,Silver,VIC,"(36.75, 54.5]"
1926,2035,127,4,1520.8600000000001,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
449,474,97,2,1520.73,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
180,192,79,4,1519.4700000000003,3,4,4,344,Silver,QLD,"(18.929, 36.75]"
3096,3274,30,5,1519.3999999999999,2,3,4,234,Gold,NSW,"(54.5, 72.25]"
1577,1666,78,4,1518.8499999999995,3,4,4,344,Silver,QLD,"(54.5, 72.25]"
2903,3066,164,4,1516.28,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
2585,2731,3,4,1513.52,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
3159,3346,48,3,1511.5700000000002,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
2814,2971,27,3,1511.3200000000002,2,4,4,244,Gold,NSW,"(18.929, 36.75]"
369,390,76,6,1511.2,3,3,4,334,Silver,NSW,"(18.929, 36.75]"
1777,1877,80,6,1507.8199999999997,3,3,4,334,Silver,VIC,"(18.929, 36.75]"
1594,1684,16,6,1507.2999999999997,1,3,4,134,Diamond,VIC,"(54.5, 72.25]"
1535,1622,47,3,1506.3400000000001,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
2141,2262,75,4,1502.68,3,4,4,344,Silver,NSW,"(18.929, 36.75]"
1609,1700,44,7,1501.3499999999997,2,2,4,224,Platinum,VIC,"(54.5, 72.25]"
2504,2645,32,6,1500.81,2,3,4,234,Gold,VIC,"(54.5, 72.25]"
1152,1221,9,7,1500.4900000000002,1,2,4,124,Diamond,QLD,"(36.75, 54.5]"
933,992,95,2,1500.3600000000001,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
1950,2059,170,4,1500.24,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
851,904,37,4,1496.79,2,4,4,244,Gold,NSW,"(18.929, 36.75]"
2996,3163,14,6,1496.78,1,3,4,134,Diamond,NSW,"(18.929, 36.75]"
128,137,27,5,1496.4499999999998,2,3,4,234,Gold,VIC,"(36.75, 54.5]"
1142,1211,234,4,1495.9400000000003,4,4,4,444,Bronze,QLD,"(18.929, 36.75]"
394,415,248,2,1490.77,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1517,1603,23,4,1488.1699999999998,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
2734,2882,294,2,1486.38,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
190,203,11,5,1481.12,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
1180,1251,61,4,1481.07,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
645,683,15,5,1478.67,1,3,4,134,Diamond,VIC,"(54.5, 72.25]"
204,218,14,4,1476.17,1,4,4,144,Platinum,VIC,"(36.75, 54.5]"
1346,1424,76,3,1475.8799999999999,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
341,362,0,5,1473.04,1,3,4,134,Diamond,NSW,"(54.5, 72.25]"
1122,1189,47,4,1472.66,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
2675,2821,51,5,1471.9100000000003,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
1317,1395,87,3,1471.7700000000002,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
1569,1658,280,4,1469.9599999999998,4,4,4,444,Bronze,VIC,"(54.5, 72.25]"
2140,2261,35,4,1465.16,2,4,4,244,Gold,NSW,"(18.929, 36.75]"
2086,2206,58,4,1464.6599999999999,3,4,4,344,Silver,QLD,"(54.5, 72.25]"
971,1031,46,3,1463.88,3,4,4,344,Silver,VIC,"(36.75, 54.5]"
2135,2256,169,3,1460.9999999999998,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
2789,2944,30,6,1458.81,2,3,4,234,Gold,VIC,"(18.929, 36.75]"
2134,2255,143,2,1458.6999999999998,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1402,1484,14,5,1455.39,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
1129,1196,18,6,1455.3799999999997,2,3,4,234,Gold,VIC,"(54.5, 72.25]"
780,826,4,4,1454.6100000000004,1,4,4,144,Platinum,QLD,"(54.5, 72.25]"
2121,2241,17,4,1454.3900000000003,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
967,1027,24,6,1449.4399999999996,2,3,4,234,Gold,QLD,"(36.75, 54.5]"
3250,3444,39,2,1447.98,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
1624,1716,134,2,1444.78,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
3169,3357,35,4,1441.0,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
331,351,11,2,1438.6200000000001,1,4,4,144,Platinum,NSW,"(54.5, 72.25]"
518,550,14,5,1437.7199999999998,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
2193,2316,46,4,1437.54,3,4,4,344,Silver,QLD,"(36.75, 54.5]"
1073,1139,69,4,1434.57,3,4,4,344,Silver,QLD,"(54.5, 72.25]"
1464,1548,37,3,1434.01,2,4,4,244,Gold,QLD,"(18.929, 36.75]"
3293,3491,189,4,1430.28,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
2945,3110,17,3,1429.54,1,4,4,144,Platinum,QLD,"(54.5, 72.25]"
1385,1465,107,4,1429.5,4,4,4,444,Bronze,VIC,"(54.5, 72.25]"
898,955,13,7,1429.36,1,2,4,124,Diamond,VIC,"(36.75, 54.5]"
2597,2743,46,2,1428.62,3,4,4,344,Silver,NSW,"(18.929, 36.75]"
208,222,20,2,1428.06,2,4,4,244,Gold,VIC,"(36.75, 54.5]"
2108,2228,168,4,1425.27,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
2523,2666,256,4,1424.8200000000002,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
567,601,58,5,1423.44,3,3,4,334,Silver,QLD,"(36.75, 54.5]"
892,948,100,3,1422.85,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
1610,1701,5,5,1420.68,1,3,4,134,Diamond,VIC,"(54.5, 72.25]"
2031,2147,125,3,1419.5,4,4,4,444,Bronze,VIC,"(54.5, 72.25]"
2873,3033,158,2,1418.21,4,4,4,444,Bronze,VIC,"(54.5, 72.25]"
872,926,12,6,1414.17,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
1557,1645,90,7,1411.6999999999998,4,2,4,424,Silver,QLD,"(54.5, 72.25]"
2695,2842,39,3,1410.6,2,4,4,244,Gold,VIC,"(36.75, 54.5]"
2172,2293,85,5,1410.5300000000004,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
268,287,138,1,1408.91,4,4,4,444,Bronze,QLD,"(54.5, 72.25]"
2757,2906,45,4,1408.35,3,4,4,344,Silver,VIC,"(18.929, 36.75]"
337,358,70,2,1405.99,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
2877,3037,185,3,1404.96,4,4,4,444,Bronze,VIC,"(54.5, 72.25]"
3208,3400,26,4,1402.8999999999999,2,4,4,244,Gold,NSW,"(18.929, 36.75]"
2348,2482,232,3,1400.8299999999997,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
1235,1309,82,4,1400.3200000000002,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
951,1011,242,3,1399.44,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
1001,1064,139,3,1398.3999999999999,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
556,589,10,3,1397.9,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
1125,1192,79,5,1397.3799999999997,3,3,4,334,Silver,NSW,"(54.5, 72.25]"
1003,1066,166,3,1396.98,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
639,675,0,3,1396.6200000000001,1,4,4,144,Platinum,QLD,"(36.75, 54.5]"
2867,3027,31,5,1393.6599999999999,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
473,501,128,4,1392.59,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
782,828,79,5,1378.3899999999999,3,3,4,334,Silver,NSW,"(18.929, 36.75]"
2754,2903,26,3,1370.8,2,4,4,244,Gold,VIC,"(18.929, 36.75]"
854,907,26,7,1370.37,2,2,4,224,Platinum,NSW,"(18.929, 36.75]"
1980,2094,34,5,1368.3700000000001,2,3,4,234,Gold,NSW,"(18.929, 36.75]"
2902,3065,5,5,1367.3799999999999,1,3,4,134,Diamond,NSW,"(18.929, 36.75]"
3158,3345,31,5,1366.9999999999998,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
721,764,79,3,1364.06,3,4,4,344,Silver,QLD,"(36.75, 54.5]"
1931,2040,96,2,1364.0500000000002,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1601,1692,127,5,1363.77,4,3,4,434,Bronze,NSW,"(54.5, 72.25]"
1459,1543,74,3,1359.46,3,4,4,344,Silver,VIC,"(36.75, 54.5]"
1190,1262,43,3,1355.3799999999997,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
3215,3408,22,5,1355.24,2,3,4,234,Gold,NSW,"(18.929, 36.75]"
450,476,9,4,1353.61,1,4,4,144,Platinum,NSW,"(54.5, 72.25]"
2852,3011,35,4,1349.76,2,4,4,244,Gold,VIC,"(18.929, 36.75]"
857,910,272,2,1346.38,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
1839,1944,5,5,1345.7500000000002,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
2561,2706,123,3,1343.6100000000001,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
2772,2926,143,4,1341.6799999999998,4,4,4,444,Bronze,VIC,"(18.929, 36.75]"
2279,2406,80,4,1341.22,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
3258,3454,115,5,1340.1099999999997,4,3,4,434,Bronze,NSW,"(36.75, 54.5]"
1124,1191,43,8,1339.2700000000002,2,1,4,214,Platinum,NSW,"(54.5, 72.25]"
1043,1108,12,4,1338.61,1,4,4,144,Platinum,VIC,"(54.5, 72.25]"
1566,1655,16,3,1337.55,1,4,4,144,Platinum,NSW,"(18.929, 36.75]"
791,837,157,3,1335.81,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
151,162,98,3,1329.61,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
2516,2658,36,5,1329.0900000000001,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
1539,1626,255,2,1326.1499999999999,4,4,4,444,Bronze,QLD,"(18.929, 36.75]"
2562,2707,43,3,1323.2199999999998,2,4,4,244,Gold,NSW,"(18.929, 36.75]"
2927,3091,307,2,1323.12,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
2201,2324,78,4,1322.2199999999998,3,4,4,344,Silver,NSW,"(18.929, 36.75]"
2747,2896,194,2,1319.83,4,4,4,444,Bronze,VIC,"(54.5, 72.25]"
1547,1635,139,4,1319.52,4,4,4,444,Bronze,NSW,"(36.75, 54.5]"
1195,1268,67,3,1318.2600000000002,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
1268,1343,20,3,1317.1599999999999,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
2211,2334,69,3,1315.76,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
370,391,56,4,1315.06,3,4,4,344,Silver,NSW,"(18.929, 36.75]"
798,845,97,4,1314.03,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
594,628,54,5,1313.8600000000001,3,3,4,334,Silver,VIC,"(18.929, 36.75]"
966,1026,29,6,1313.78,2,3,4,234,Gold,QLD,"(36.75, 54.5]"
2527,2670,58,3,1311.3899999999999,3,4,4,344,Silver,QLD,"(18.929, 36.75]"
468,496,45,4,1310.77,3,4,4,344,Silver,NSW,"(36.75, 54.5]"
111,120,129,3,1306.7800000000004,4,4,4,444,Bronze,QLD,"(36.75, 54.5]"
2150,2271,177,1,1305.25,4,4,4,444,Bronze,VIC,"(36.75, 54.5]"
2007,2122,8,3,1303.1800000000003,1,4,4,144,Platinum,QLD,"(18.929, 36.75]"
2256,2382,38,7,1301.4299999999998,2,2,4,224,Platinum,NSW,"(36.75, 54.5]"
657,698,76,3,1295.96,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
189,202,18,3,1295.9100000000003,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
989,1051,179,5,1294.6899999999998,4,3,4,434,Bronze,NSW,"(36.75, 54.5]"
1080,1146,73,2,1294.4,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
1238,1312,26,4,1292.6000000000001,2,4,4,244,Gold,NSW,"(54.5, 72.25]"
2225,2350,180,6,1292.2299999999998,4,3,4,434,Bronze,NSW,"(18.929, 36.75]"
2635,2781,73,4,1289.3500000000001,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
1366,1444,38,5,1281.31,2,3,4,234,Gold,NSW,"(36.75, 54.5]"
475,503,83,3,1280.6399999999996,3,4,4,344,Silver,NSW,"(54.5, 72.25]"
2526,2669,48,3,1280.07,3,4,4,344,Silver,QLD,"(18.929, 36.75]"
2227,2352,36,1,1279.4,2,4,4,244,Gold,NSW,"(36.75, 54.5]"
49,56,2,7,1275.2399999999998,1,2,4,124,Diamond,VIC,"(54.5, 72.25]"
846,899,49,6,1274.48,3,3,4,334,Silver,NSW,"(36.75, 54.5]"
2981,3147,3,6,1273.0800000000002,1,3,4,134,Diamond,NSW,"(36.75, 54.5]"
1295,1371,26,4,1270.9399999999998,2,4,4,244,Gold,QLD,"(18.929, 36.75]"
551,584,132,4,1270.21,4,4,4,444,Bronze,NSW,"(54.5, 72.25]"
1851,1956,33,4,1267.19,2,4,4,244,Gold,NSW,"(54.5, 72.25]"
1338,1416,114,4,1266.06,4,4,4,444,Bronze,QLD,"(18.929, 36.75]"
2598,2744,125,3,1264.73,4,4,4,444,Bronze,VIC,"(54.5, 72.25]"
2030,2146,50,2,1264.62,3,4,4,344,Silver,QLD,"(18.929, 36.75]"
2910,3073,251,3,1264.3300000000004,4,4,4,444,Bronze,NSW,"(18.929, 36.75]"
